967_0	0.11624856820755272
3599890_0	0.1830036580116798
3645529_0	0.1221041936203219
511299_0	0.12473670429225084
1883173_0	0.12658300719417429
1378165_0	0.1319905443207459
2798718_0	0.3403330669930982
712493_0	0.15868020392627577
1034034_0	0.14966377499062244
4217523_0	0.16986550695021163
922479_0	0.13784208187375147
2584_0	0.15208608670686327
1837881_0	0.15325320916994856
299726_0	0.21133558066866198
922354_0	0.15341684240833167
97554_0	0.1534768219249963
289886_0	0.15341273798540037
2858745_0	0.2135185776013875
1895238_0	0.29076112255319114
444751_1	0.15388891585777545
73832_0	0.24817625173432764
1339600_0	0.16054225809398537
2100669_0	0.1570254474751648
1710257_0	0.15843934766103052
508624_0	0.1647742889041319
1855949_1	0.15688712950001818
535_0	0.19667968369835523
2028872_0	0.1699252207033418
1187980_0	0.2850934581479986
174662_0	0.16391691010486384
2020005_0	0.15976324882122792
1635_1	0.16187615588548532
2540469_1	0.1991683801362756
4048_1	0.1578154376375938
596215_0	0.31072297731701415
1689373_0	0.27110934702616174
1943_0	0.16273398964426855
1343722_1	0.2814990520587966
29934_0	0.1607695428054418
206182_0	0.3065380068945974
766020_0	0.1652988837267726
1883135_0	0.16096053501118932
496749_0	0.1619092521902656
17_0	0.16522015686815006
515012_0	0.16078018523432874
133173_1	0.23026595559486862
2562448_0	0.16349148723871237
2850364_0	0.16198909461256047
2822277_0	0.16933343787683203
3027224_0	0.16440725575750306
3475838_0	0.29633635766307936
1729418_0	0.166050112843215
1728199_1	0.16693339152991887
602748_0	0.18311287072295612
471962_0	0.1612168771521287
4743733_0	0.25812929760778525
3333333_0	0.16444409392633003
1059134_0	0.2175764909315399
2009368_0	0.16307708721182534
2993035_0	0.16149198109807844
598982_1	0.23781951649306501
640376_1	0.16525376043279522
9333_0	0.16381212846511778
3689717_0	0.1689371048101368
1196945_0	0.22600474581320407
396433_0	0.16438873996836714
85145_0	0.22999918666974473
1104984_0	0.28248990052715683
77440_0	0.2171567771305795
1630879_1	0.1729284981099142
527140_0	0.2171123826123733
4583258_1	0.16514899950619696
3741954_0	0.2075379544351852
308756_0	0.16382517157221702
1069700_0	0.16574516990864913
1084965_0	0.18827313712260774
264610_0	0.18458798489290348
602668_0	0.166541092628814
