None	3698534	0.0
3698534	40993	0.012300
40993	4858522	0.015363
40993	480427	0.016037
40993	1401546	0.019621
480427	354242	0.026815
480427	2015214	0.026948
480427	3460325	0.032265
480427	1583999	0.038682
1583999	1603775	0.045847
480427	2430602	0.046969
3460325	22	0.047501
1583999	2439710	0.049157
3460325	823279	0.051399
823279	3454104	0.063710
22	446879	0.067163
22	4492600	0.067186
22	1709640	0.067330
22	1262160	0.067345
22	16697	0.067404
22	3723483	0.067419
823279	3022103	0.067429
22	1835323	0.067448
22	1462217	0.067451
22	483898	0.067503
22	3132504	0.067626
22	995383	0.067627
22	56124	0.067734
22	2749185	0.067960
22	1154789	0.068081
22	3509153	0.068123
22	981379	0.068168
22	2783360	0.068222
22	3918034	0.068233
22	1855949	0.068275
22	1868215	0.068299
22	4186691	0.068339
22	922047	0.068388
22	2004067	0.068482
22	4048	0.068507
22	740381	0.068549
22	1537196	0.068590
22	310399	0.068594
22	4086925	0.068698
22	708049	0.068712
22	1151796	0.068733
22	1450219	0.068761
22	1369217	0.068780
22	1803340	0.068803
22	4431708	0.068984
16697	338320	0.069013
22	2971190	0.069029
22	778552	0.069037
22	2540469	0.069058
22	3577898	0.069105
22	1630879	0.069264
22	1647558	0.069316
22	2155773	0.069335
22	13497	0.069383
483898	1068584	0.069573
22	2877016	0.069605
22	150617	0.069654
22	901424	0.069693
22	2524956	0.069749
22	4146994	0.069749
22	2212496	0.069755
22	2875605	0.069803
22	1519056	0.069825
22	48105	0.069837
22	1938504	0.069876
22	58945	0.069999
22	2391236	0.070075
22	4379211	0.070151
22	4302760	0.070292
22	2913944	0.070451
22	453540	0.070453
22	330000	0.070477
22	534226	0.070656
22	1376876	0.070711
22	3718700	0.070720
22	84848	0.070854
22	3548829	0.070877
22	866722	0.070908
22	2578494	0.071159
22	1266092	0.071159
22	1777402	0.071221
22	3915366	0.071282
16697	444751	0.071405
22	3258344	0.071407
22	3647318	0.071429
22	1728199	0.071469
22	478214	0.071511
22	208718	0.071564
22	133173	0.071566
22	2082679	0.071603
22	3339720	0.071738
22	4512572	0.071798
22	3470803	0.071853
22	89067	0.071961
4048	1846481	0.072090
22	1710902	0.072102
22	1102451	0.072126
150617	78358	0.072143
22	2590918	0.072194
4048	770613	0.072207
22	1349539	0.072252
58945	999681	0.072281
22	54374	0.072330
22	110454	0.072435
22	2894270	0.072476
22	2628346	0.072554
22	1628351	0.072574
4048	2944269	0.072595
1537196	1343722	0.072596
22	4040277	0.072684
22	1316754	0.072739
48105	1657116	0.072814
22	2741739	0.072845
22	307219	0.072845
22	1012019	0.072927
4048	165737	0.072971
22	2887946	0.073067
22	4237294	0.073104
22	2544762	0.073374
22	1635	0.073379
4048	598982	0.073380
22	273013	0.073438
22	4857138	0.073445
16697	1295097	0.073518
901424	11984	0.073541
58945	2076479	0.073561
22	179466	0.073606
22	36666	0.073637
22	2604616	0.073647
22	1719414	0.073662
4048	52954	0.073746
22	1381348	0.073771
4048	640376	0.073864
22	239555	0.073905
22	4698929	0.073976
22	78907	0.074010
4048	4163618	0.074060
3454104	1743012	0.074062
133173	598406	0.074098
22	165688	0.074134
22	586030	0.074137
22	4616275	0.074165
22	2321086	0.074210
16697	694517	0.074320
22	3344076	0.074336
22	1322313	0.074472
22	5277	0.074559
22	55058	0.074602
22	2227276	0.074662
4048	124033	0.074787
22	1627317	0.074837
22	4583258	0.074838
22	438055	0.074969
22	357204	0.074976
133173	112367	0.075062
22	116068	0.075063
22	1426981	0.075107
22	664507	0.075159
48105	3768802	0.075174
22	2543621	0.075193
22	4682264	0.075221
22	311984	0.075244
48105	2238187	0.075246
22	387327	0.075319
22	168545	0.075337
22	1501599	0.075337
165688	882540	0.075371
2430602	1562691	0.075437
22	558814	0.075451
22	3493116	0.075488
22	4128260	0.075491
22	783392	0.075558
22	142576	0.075560
22	59873	0.075628
22	2184830	0.075735
1635	63081	0.075836
22	2076163	0.075882
22	324382	0.075937
22	825843	0.075961
16697	2111384	0.076001
22	4417798	0.076019
1635	4422233	0.076040
22	4831716	0.076054
22	572837	0.076057
1635	250749	0.076142
22	2980829	0.076151
22	2837080	0.076173
22	2629842	0.076184
1635	150213	0.076224
22	57949	0.076246
22	765489	0.076293
11984	993816	0.076304
22	975304	0.076425
