None	2199252	0.0
2199252	2308119	0.017668
2199252	2662	0.023630
2662	1195397	0.036380
2662	804049	0.036711
2662	1738333	0.037203
2662	4410911	0.037910
2662	292753	0.039031
2662	41179	0.040005
2662	697142	0.040643
292753	2551681	0.040693
804049	2288511	0.059522
697142	324693	0.062477
2288511	418553	0.063759
324693	25376	0.064353
2288511	2488899	0.065515
697142	3917616	0.066479
324693	10113	0.068322
25376	120966	0.069192
25376	2096109	0.069296
25376	4092316	0.070408
418553	4577200	0.071765
10113	697047	0.072855
2488899	4513881	0.074121
25376	1444566	0.074842
10113	73984	0.077890
120966	2273388	0.077911
120966	114	0.079768
114	676285	0.081740
114	73366	0.081873
114	2038739	0.082089
114	2586056	0.082147
114	62596	0.082176
2288511	4790369	0.082243
114	2469502	0.082361
114	2649633	0.082554
114	336827	0.082572
114	1546426	0.082610
10113	1298550	0.082792
114	2103496	0.082984
114	3953766	0.083129
114	1398771	0.083312
114	918898	0.083338
114	11697	0.083415
114	1535519	0.083419
114	4972048	0.083484
114	597799	0.083488
114	2613	0.083573
114	177628	0.083628
114	2266997	0.083657
114	1089452	0.083684
114	1401374	0.083685
114	680019	0.083862
114	1074794	0.084193
114	1075790	0.084194
114	213612	0.084204
114	4687932	0.084226
114	18609	0.084346
10113	3897426	0.084355
10113	4850959	0.084416
114	2348943	0.084502
114	4836131	0.084570
1738333	2391824	0.084695
114	682029	0.084696
114	2994864	0.084698
114	34293	0.084707
114	351439	0.084712
114	3334350	0.084714
18609	336852	0.084926
114	1626565	0.085062
114	2772152	0.085154
114	1421965	0.085249
114	4447228	0.085308
114	2325823	0.085322
114	2999499	0.085341
2613	1476138	0.085371
2391824	1965637	0.085385
114	305079	0.085460
114	59495	0.085607
114	3397796	0.085792
114	636838	0.085830
114	46130	0.085896
2994864	3363648	0.085905
114	2060662	0.085978
114	29528	0.086148
2613	5203	0.086165
10113	1972389	0.086284
114	694777	0.086404
114	4264236	0.086601
114	4770198	0.086604
114	301949	0.086615
114	23268	0.086666
114	925593	0.086746
10113	2118184	0.086830
114	172029	0.086871
114	148497	0.086895
18609	171969	0.086985
1075790	41582	0.087185
59495	3277333	0.087213
73984	4414459	0.087241
114	3656	0.087256
114	72511	0.087286
2613	3547154	0.087440
2613	716803	0.087486
351439	2996409	0.087497
114	2904126	0.087526
114	3879466	0.087643
114	2757082	0.087662
213612	3246077	0.087768
114	25160	0.087815
114	10700	0.088122
10113	3237970	0.088138
62596	122	0.088187
114	3029802	0.088191
114	2619	0.088284
114	4874804	0.088295
10113	161336	0.088517
62596	25213	0.088541
2613	157286	0.088587
114	1180572	0.088669
114	101514	0.088698
1535519	4242639	0.088732
114	145932	0.088776
2613	2657644	0.088871
114	614445	0.088903
114	4135748	0.088911
114	56185	0.088933
114	119188	0.089140
1398771	1295694	0.089176
114	149103	0.089182
114	27979	0.089294
114	127593	0.089321
59495	1616643	0.089461
114	1255473	0.089551
114	41769	0.089582
2613	328913	0.089770
114	38972	0.089780
2613	2947183	0.089813
73366	250788	0.089814
1626565	1162061	0.089971
114	3302017	0.090011
2613	3463014	0.090072
114	4481418	0.090073
114	3063134	0.090191
10700	185454	0.090255
2613	1692504	0.090258
2619	4221228	0.090479
59495	90667	0.090486
46130	3226034	0.090511
25160	4597676	0.090617
46130	852213	0.091009
2619	216932	0.091149
62596	56	0.091169
2619	1318432	0.091500
122	58164	0.091572
10700	235725	0.091589
122	1779740	0.091598
2613	3319115	0.091611
122	740905	0.091622
2619	2657474	0.091657
1089452	1320255	0.091790
2613	35211	0.092028
122	2595999	0.092075
46130	1679479	0.092132
122	4140995	0.092153
2619	1330325	0.092179
29528	4445507	0.092223
10700	4966013	0.092226
122	2789950	0.092226
171969	2570117	0.092309
351439	1638659	0.092380
10700	100128	0.092434
59495	561311	0.092513
2613	59218	0.092604
122	1166391	0.092618
122	523960	0.092686
73366	427360	0.092713
2613	11093	0.092802
2613	196375	0.092828
2619	64917	0.092848
122	2000576	0.092957
305079	568586	0.093041
4513881	4220795	0.093042
10700	421084	0.093048
122	141739	0.093090
3656	2174870	0.093191
2613	4768741	0.093228
2613	1712204	0.093269
1444566	20026	0.093375
157286	2740275	0.093396
122	546798	0.093437
10700	262959	0.093575
18609	298067	0.093597
122	3629843	0.093611
171969	3429382	0.093721
122	3172026	0.093725
10113	3531329	0.093732
2613	58370	0.093736
1679479	1011208	0.093791
11697	3622759	0.093940
2619	478051	0.093963
122	1201818	0.094049
122	1219546	0.094054
145932	404349	0.094072
122	3595518	0.094077
122	14497	0.094095
122	1581129	0.094134
18609	489025	0.094220
58164	1007273	0.094244
10700	764715	0.094251
122	4634120	0.094393
73984	166218	0.094414
2619	1037427	0.094444
2613	39970	0.094602
122	328267	0.094704
2613	185567	0.094762
2619	2356303	0.094864
10700	3278615	0.094920
56	3485738	0.094980
56	2973173	0.094996
56	601035	0.095055
3656	767088	0.095122
2613	214952	0.095127
56	9864	0.095130
100128	95144	0.095171
56	2787600	0.095181
46130	570504	0.095190
56	3040606	0.095201
3656	1534822	0.095310
3656	1836502	0.095422
100128	2849335	0.095482
56	1972961	0.095513
10700	1803445	0.095592
122	1652170	0.095605
5203	4366720	0.095630
